' '         = 00
'痊' = 80 C8 AC
'拳' = 80 C8 AD
'犬' = 80 C8 AE
'券' = 80 C8 AF
'劝' = 80 C8 B0
'缺' = 80 C8 B1
'炔' = 80 C8 B2
'瘸' = 80 C8 B3
'却' = 80 C8 B4
'鹊' = 80 C8 B5
'榷' = 80 C8 B6
'确' = 80 C8 B7
'雀' = 80 C8 B8
'裙' = 80 C8 B9
'群' = 80 C8 BA
'然' = 80 C8 BB
'燃' = 80 C8 BC
'冉' = 80 C8 BD
'染' = 80 C8 BE
'瓤' = 80 C8 BF
'壤' = 80 C8 C0
'攘' = 80 C8 C1
'嚷' = 80 C8 C2
'让' = 80 C8 C3
'饶' = 80 C8 C4
'扰' = 80 C8 C5
'绕' = 80 C8 C6
'惹' = 80 C8 C7
'热' = 80 C8 C8
'壬' = 80 C8 C9
'仁' = 80 C8 CA
'人' = 80 C8 CB
'忍' = 80 C8 CC
'韧' = 80 C8 CD
'任' = 80 C8 CE
'认' = 80 C8 CF
'刃' = 80 C8 D0
'妊' = 80 C8 D1
'纫' = 80 C8 D2
'扔' = 80 C8 D3
'仍' = 80 C8 D4
'日' = 80 C8 D5
'戎' = 80 C8 D6
'茸' = 80 C8 D7
'蓉' = 80 C8 D8
'荣' = 80 C8 D9
'融' = 80 C8 DA
'熔' = 80 C8 DB
'溶' = 80 C8 DC
'容' = 80 C8 DD
'绒' = 80 C8 DE
'冗' = 80 C8 DF
'揉' = 80 C8 E0
'柔' = 80 C8 E1
'肉' = 80 C8 E2
'茹' = 80 C8 E3
'蠕' = 80 C8 E4
'儒' = 80 C8 E5
'孺' = 80 C8 E6
'如' = 80 C8 E7
'辱' = 80 C8 E8
'乳' = 80 C8 E9
'汝' = 80 C8 EA
'入' = 80 C8 EB
'褥' = 80 C8 EC
'软' = 80 C8 ED
'阮' = 80 C8 EE
'蕊' = 80 C8 EF
'瑞' = 80 C8 F0
'锐' = 80 C8 F1
'闰' = 80 C8 F2
'润' = 80 C8 F3
'若' = 80 C8 F4
'弱' = 80 C8 F5
'撒' = 80 C8 F6
'洒' = 80 C8 F7
'萨' = 80 C8 F8
'腮' = 80 C8 F9
'鳃' = 80 C8 FA
'塞' = 80 C8 FB
'赛' = 80 C8 FC
'三' = 80 C8 FD
'叁' = 80 C8 FE
'伞' = 80 C9 A1
'散' = 80 C9 A2
'桑' = 80 C9 A3
'嗓' = 80 C9 A4
'丧' = 80 C9 A5
'搔' = 80 C9 A6
'骚' = 80 C9 A7
'扫' = 80 C9 A8
'嫂' = 80 C9 A9
'瑟' = 80 C9 AA
'色' = 80 C9 AB
'涩' = 80 C9 AC
'森' = 80 C9 AD
'僧' = 80 C9 AE
'莎' = 80 C9 AF
'砂' = 80 C9 B0
'杀' = 80 C9 B1
'刹' = 80 C9 B2
'沙' = 80 C9 B3
'纱' = 80 C9 B4
'傻' = 80 C9 B5
'啥' = 80 C9 B6
'煞' = 80 C9 B7
'筛' = 80 C9 B8
'晒' = 80 C9 B9
'珊' = 80 C9 BA
'苫' = 80 C9 BB
'杉' = 80 C9 BC
'山' = 80 C9 BD
'删' = 80 C9 BE
'煽' = 80 C9 BF
'衫' = 80 C9 C0
'闪' = 80 C9 C1
'陕' = 80 C9 C2
'擅' = 80 C9 C3
'赡' = 80 C9 C4
'膳' = 80 C9 C5
'善' = 80 C9 C6
'汕' = 80 C9 C7
'扇' = 80 C9 C8
'缮' = 80 C9 C9
'墒' = 80 C9 CA
'伤' = 80 C9 CB
'商' = 80 C9 CC
'赏' = 80 C9 CD
'晌' = 80 C9 CE
'上' = 80 C9 CF
'尚' = 80 C9 D0
'裳' = 80 C9 D1
'梢' = 80 C9 D2
'捎' = 80 C9 D3
'稍' = 80 C9 D4
'烧' = 80 C9 D5
'芍' = 80 C9 D6
'勺' = 80 C9 D7
'韶' = 80 C9 D8
'少' = 80 C9 D9
'哨' = 80 C9 DA
'邵' = 80 C9 DB
'绍' = 80 C9 DC
'奢' = 80 C9 DD
'赊' = 80 C9 DE
'蛇' = 80 C9 DF
'舌' = 80 C9 E0
'舍' = 80 C9 E1
'赦' = 80 C9 E2
'摄' = 80 C9 E3
'射' = 80 C9 E4
'慑' = 80 C9 E5
'涉' = 80 C9 E6
'社' = 80 C9 E7
'设' = 80 C9 E8
'砷' = 80 C9 E9
'申' = 80 C9 EA
'呻' = 80 C9 EB
'伸' = 80 C9 EC
'身' = 80 C9 ED
'深' = 80 C9 EE
'娠' = 80 C9 EF
'绅' = 80 C9 F0
'神' = 80 C9 F1
'沈' = 80 C9 F2
'审' = 80 C9 F3
'婶' = 80 C9 F4
'甚' = 80 C9 F5
'肾' = 80 C9 F6
'慎' = 80 C9 F7
'渗' = 80 C9 F8
'声' = 80 C9 F9
'生' = 80 C9 FA
'甥' = 80 C9 FB
'牲' = 80 C9 FC
'升' = 80 C9 FD
'绳' = 80 C9 FE
'省' = 80 CA A1
'盛' = 80 CA A2
'剩' = 80 CA A3
'胜' = 80 CA A4
'圣' = 80 CA A5
'师' = 80 CA A6
'失' = 80 CA A7
'狮' = 80 CA A8
'施' = 80 CA A9
'湿' = 80 CA AA
'诗' = 80 CA AB
'尸' = 80 CA AC
'虱' = 80 CA AD
'十' = 80 CA AE
'石' = 80 CA AF
'拾' = 80 CA B0
'时' = 80 CA B1
'什' = 80 CA B2
'食' = 80 CA B3
'蚀' = 80 CA B4
'实' = 80 CA B5
'识' = 80 CA B6
'史' = 80 CA B7
'矢' = 80 CA B8
'使' = 80 CA B9
'屎' = 80 CA BA
'驶' = 80 CA BB
'始' = 80 CA BC
'式' = 80 CA BD
'示' = 80 CA BE
'士' = 80 CA BF
'世' = 80 CA C0
'柿' = 80 CA C1
'事' = 80 CA C2
'拭' = 80 CA C3
'誓' = 80 CA C4
'逝' = 80 CA C5
'势' = 80 CA C6
'是' = 80 CA C7
'嗜' = 80 CA C8
'噬' = 80 CA C9
'适' = 80 CA CA
'仕' = 80 CA CB
'侍' = 80 CA CC
'释' = 80 CA CD
'饰' = 80 CA CE
'氏' = 80 CA CF
'市' = 80 CA D0
'恃' = 80 CA D1
'室' = 80 CA D2
'视' = 80 CA D3
'试' = 80 CA D4
'收' = 80 CA D5
'手' = 80 CA D6
'首' = 80 CA D7
'守' = 80 CA D8
'寿' = 80 CA D9
'授' = 80 CA DA
'售' = 80 CA DB
'受' = 80 CA DC
'瘦' = 80 CA DD
'兽' = 80 CA DE
'蔬' = 80 CA DF
'枢' = 80 CA E0
'梳' = 80 CA E1
'殊' = 80 CA E2
'抒' = 80 CA E3
'输' = 80 CA E4
'叔' = 80 CA E5
'舒' = 80 CA E6
'淑' = 80 CA E7
'疏' = 80 CA E8
'书' = 80 CA E9
'赎' = 80 CA EA
'孰' = 80 CA EB
'熟' = 80 CA EC
'薯' = 80 CA ED
'暑' = 80 CA EE
'曙' = 80 CA EF
'署' = 80 CA F0
'蜀' = 80 CA F1
'黍' = 80 CA F2
'鼠' = 80 CA F3
'属' = 80 CA F4
'术' = 80 CA F5
'述' = 80 CA F6
'树' = 80 CA F7
'束' = 80 CA F8
'戍' = 80 CA F9
'竖' = 80 CA FA
'墅' = 80 CA FB
'庶' = 80 CA FC
'数' = 80 CA FD
'漱' = 80 CA FE
'恕' = 80 CB A1
'刷' = 80 CB A2
'耍' = 80 CB A3
'摔' = 80 CB A4
'衰' = 80 CB A5
'甩' = 80 CB A6
'帅' = 80 CB A7
'栓' = 80 CB A8
'拴' = 80 CB A9
'霜' = 80 CB AA
'双' = 80 CB AB
'爽' = 80 CB AC
'谁' = 80 CB AD
'水' = 80 CB AE
'睡' = 80 CB AF
'税' = 80 CB B0
'吮' = 80 CB B1
'瞬' = 80 CB B2
'顺' = 80 CB B3
'舜' = 80 CB B4
'说' = 80 CB B5
'硕' = 80 CB B6
'朔' = 80 CB B7
'烁' = 80 CB B8
'斯' = 80 CB B9
'撕' = 80 CB BA
'嘶' = 80 CB BB
'思' = 80 CB BC
'私' = 80 CB BD
'司' = 80 CB BE
'丝' = 80 CB BF
'死' = 80 CB C0
'肆' = 80 CB C1
'寺' = 80 CB C2
'嗣' = 80 CB C3
'四' = 80 CB C4
'伺' = 80 CB C5
'似' = 80 CB C6
'饲' = 80 CB C7
'巳' = 80 CB C8
'松' = 80 CB C9
'耸' = 80 CB CA
'怂' = 80 CB CB
'颂' = 80 CB CC
'送' = 80 CB CD
'宋' = 80 CB CE
'讼' = 80 CB CF
'诵' = 80 CB D0
'搜' = 80 CB D1
'艘' = 80 CB D2
'擞' = 80 CB D3
'嗽' = 80 CB D4
'苏' = 80 CB D5
'酥' = 80 CB D6
'俗' = 80 CB D7
'素' = 80 CB D8
'速' = 80 CB D9
'粟' = 80 CB DA
'僳' = 80 CB DB
'塑' = 80 CB DC
'溯' = 80 CB DD
'宿' = 80 CB DE
'诉' = 80 CB DF
'肃' = 80 CB E0
'酸' = 80 CB E1
'蒜' = 80 CB E2
'算' = 80 CB E3
'虽' = 80 CB E4
'隋' = 80 CB E5
'随' = 80 CB E6
'绥' = 80 CB E7
'髓' = 80 CB E8
'碎' = 80 CB E9
'岁' = 80 CB EA
'穗' = 80 CB EB
'遂' = 80 CB EC
'隧' = 80 CB ED
'祟' = 80 CB EE
'孙' = 80 CB EF
'损' = 80 CB F0
'笋' = 80 CB F1
'蓑' = 80 CB F2
'梭' = 80 CB F3
'唆' = 80 CB F4
'缩' = 80 CB F5
'琐' = 80 CB F6
'索' = 80 CB F7
'锁' = 80 CB F8
'所' = 80 CB F9
'塌' = 80 CB FA
'他' = 80 CB FB
'它' = 80 CB FC
'她' = 80 CB FD
'塔' = 80 CB FE
'獭' = 80 CC A1
'挞' = 80 CC A2
'蹋' = 80 CC A3
'踏' = 80 CC A4
'胎' = 80 CC A5
'苔' = 80 CC A6
'抬' = 80 CC A7
'台' = 80 CC A8
'泰' = 80 CC A9
'酞' = 80 CC AA
'太' = 80 CC AB
'态' = 80 CC AC
'汰' = 80 CC AD
'坍' = 80 CC AE
'摊' = 80 CC AF
'贪' = 80 CC B0
'瘫' = 80 CC B1
'滩' = 80 CC B2
'坛' = 80 CC B3
'檀' = 80 CC B4
'痰' = 80 CC B5
'潭' = 80 CC B6
'谭' = 80 CC B7
'谈' = 80 CC B8
'坦' = 80 CC B9
'毯' = 80 CC BA
'袒' = 80 CC BB
'碳' = 80 CC BC
'探' = 80 CC BD
'叹' = 80 CC BE
'炭' = 80 CC BF
'汤' = 80 CC C0
'塘' = 80 CC C1
'搪' = 80 CC C2
'堂' = 80 CC C3
'棠' = 80 CC C4
'膛' = 80 CC C5
'唐' = 80 CC C6
'糖' = 80 CC C7
'倘' = 80 CC C8
'躺' = 80 CC C9
'淌' = 80 CC CA
'趟' = 80 CC CB
'烫' = 80 CC CC
'掏' = 80 CC CD
'涛' = 80 CC CE
'滔' = 80 CC CF
'绦' = 80 CC D0
'萄' = 80 CC D1
'桃' = 80 CC D2
'逃' = 80 CC D3
'淘' = 80 CC D4
'陶' = 80 CC D5
'讨' = 80 CC D6
'套' = 80 CC D7
'特' = 80 CC D8
'藤' = 80 CC D9
'腾' = 80 CC DA
'疼' = 80 CC DB
'誊' = 80 CC DC
'梯' = 80 CC DD
'剔' = 80 CC DE
'踢' = 80 CC DF
'锑' = 80 CC E0
'提' = 80 CC E1
'题' = 80 CC E2
'蹄' = 80 CC E3
'啼' = 80 CC E4
'体' = 80 CC E5
'替' = 80 CC E6
'嚏' = 80 CC E7
'惕' = 80 CC E8
'涕' = 80 CC E9
'剃' = 80 CC EA
'屉' = 80 CC EB
'天' = 80 CC EC
'添' = 80 CC ED
'填' = 80 CC EE
'田' = 80 CC EF
'甜' = 80 CC F0
'恬' = 80 CC F1
'舔' = 80 CC F2
'腆' = 80 CC F3
'挑' = 80 CC F4
'条' = 80 CC F5
'迢' = 80 CC F6
'眺' = 80 CC F7
'跳' = 80 CC F8
'贴' = 80 CC F9
'铁' = 80 CC FA
'帖' = 80 CC FB
'厅' = 80 CC FC
'听' = 80 CC FD
'烃' = 80 CC FE
'汀' = 80 CD A1
'廷' = 80 CD A2
'停' = 80 CD A3
'亭' = 80 CD A4
'庭' = 80 CD A5
'挺' = 80 CD A6
'艇' = 80 CD A7
'通' = 80 CD A8
'桐' = 80 CD A9
'酮' = 80 CD AA
'瞳' = 80 CD AB
'同' = 80 CD AC
'铜' = 80 CD AD
'彤' = 80 CD AE
'童' = 80 CD AF
'桶' = 80 CD B0
'捅' = 80 CD B1
'筒' = 80 CD B2
'统' = 80 CD B3
'痛' = 80 CD B4
'偷' = 80 CD B5
'投' = 80 CD B6
'头' = 80 CD B7
'透' = 80 CD B8
'凸' = 80 CD B9
'秃' = 80 CD BA
'突' = 80 CD BB
'图' = 80 CD BC
'徒' = 80 CD BD
'途' = 80 CD BE
'涂' = 80 CD BF
'屠' = 80 CD C0
'土' = 80 CD C1
'吐' = 80 CD C2
'兔' = 80 CD C3
'湍' = 80 CD C4
'团' = 80 CD C5
'推' = 80 CD C6
'颓' = 80 CD C7
'腿' = 80 CD C8
'蜕' = 80 CD C9
'褪' = 80 CD CA
'退' = 80 CD CB
'吞' = 80 CD CC
'屯' = 80 CD CD
'臀' = 80 CD CE
'拖' = 80 CD CF
'托' = 80 CD D0
'脱' = 80 CD D1
'鸵' = 80 CD D2
'陀' = 80 CD D3
'驮' = 80 CD D4
'驼' = 80 CD D5
'椭' = 80 CD D6
'妥' = 80 CD D7
'拓' = 80 CD D8
'唾' = 80 CD D9
'挖' = 80 CD DA
'哇' = 80 CD DB
'蛙' = 80 CD DC
'洼' = 80 CD DD
'娃' = 80 CD DE
'瓦' = 80 CD DF
'袜' = 80 CD E0
'歪' = 80 CD E1
'外' = 80 CD E2
'豌' = 80 CD E3
'弯' = 80 CD E4
'湾' = 80 CD E5
'玩' = 80 CD E6
'顽' = 80 CD E7
'丸' = 80 CD E8
'烷' = 80 CD E9
'完' = 80 CD EA
'碗' = 80 CD EB
'挽' = 80 CD EC
'晚' = 80 CD ED
'皖' = 80 CD EE
'惋' = 80 CD EF
'宛' = 80 CD F0
'婉' = 80 CD F1
'万' = 80 CD F2
'腕' = 80 CD F3
'汪' = 80 CD F4
'王' = 80 CD F5
'亡' = 80 CD F6
'枉' = 80 CD F7
'网' = 80 CD F8
'往' = 80 CD F9
'旺' = 80 CD FA
'望' = 80 CD FB
'忘' = 80 CD FC
'妄' = 80 CD FD
'威' = 80 CD FE
'巍' = 80 CE A1
'微' = 80 CE A2
'危' = 80 CE A3
'韦' = 80 CE A4
'违' = 80 CE A5
'桅' = 80 CE A6
'围' = 80 CE A7
'唯' = 80 CE A8
'惟' = 80 CE A9
'为' = 80 CE AA
'潍' = 80 CE AB
'维' = 80 CE AC
'苇' = 80 CE AD
'萎' = 80 CE AE
'委' = 80 CE AF
'伟' = 80 CE B0
'伪' = 80 CE B1
'尾' = 80 CE B2
'纬' = 80 CE B3
'未' = 80 CE B4
'蔚' = 80 CE B5
'味' = 80 CE B6
'畏' = 80 CE B7
'胃' = 80 CE B8
'喂' = 80 CE B9
'魏' = 80 CE BA
'位' = 80 CE BB
'渭' = 80 CE BC
'谓' = 80 CE BD
'尉' = 80 CE BE
'慰' = 80 CE BF
'卫' = 80 CE C0
'瘟' = 80 CE C1
'温' = 80 CE C2
'蚊' = 80 CE C3
'文' = 80 CE C4
'闻' = 80 CE C5
'纹' = 80 CE C6
'吻' = 80 CE C7
'稳' = 80 CE C8
'紊' = 80 CE C9
'问' = 80 CE CA
'嗡' = 80 CE CB
'翁' = 80 CE CC
'瓮' = 80 CE CD
'挝' = 80 CE CE
'蜗' = 80 CE CF
'涡' = 80 CE D0
'窝' = 80 CE D1
'我' = 80 CE D2
'斡' = 80 CE D3
'卧' = 80 CE D4
'握' = 80 CE D5
'沃' = 80 CE D6
'巫' = 80 CE D7
'呜' = 80 CE D8
'钨' = 80 CE D9
'乌' = 80 CE DA
'污' = 80 CE DB
'诬' = 80 CE DC
'屋' = 80 CE DD
'无' = 80 CE DE
'芜' = 80 CE DF
'梧' = 80 CE E0
'吾' = 80 CE E1
'吴' = 80 CE E2
'毋' = 80 CE E3
'武' = 80 CE E4
'五' = 80 CE E5
'捂' = 80 CE E6
'午' = 80 CE E7
'舞' = 80 CE E8
'伍' = 80 CE E9
'侮' = 80 CE EA
'坞' = 80 CE EB
'戊' = 80 CE EC
'雾' = 80 CE ED
'晤' = 80 CE EE
'物' = 80 CE EF
'勿' = 80 CE F0
'务' = 80 CE F1
'悟' = 80 CE F2
'误' = 80 CE F3
'昔' = 80 CE F4
'熙' = 80 CE F5
'析' = 80 CE F6
'西' = 80 CE F7
'硒' = 80 CE F8
'矽' = 80 CE F9
'晰' = 80 CE FA
'嘻' = 80 CE FB
'吸' = 80 CE FC
'锡' = 80 CE FD
'牺' = 80 CE FE
'稀' = 80 CF A1
'息' = 80 CF A2
'希' = 80 CF A3
'悉' = 80 CF A4
'膝' = 80 CF A5
'夕' = 80 CF A6
'惜' = 80 CF A7
'熄' = 80 CF A8
'烯' = 80 CF A9
'溪' = 80 CF AA
'汐' = 80 CF AB
'犀' = 80 CF AC
'檄' = 80 CF AD
'袭' = 80 CF AE
'席' = 80 CF AF
'习' = 80 CF B0
'媳' = 80 CF B1
'喜' = 80 CF B2
'铣' = 80 CF B3
'洗' = 80 CF B4
'系' = 80 CF B5
'隙' = 80 CF B6
'戏' = 80 CF B7
'细' = 80 CF B8
'瞎' = 80 CF B9
'虾' = 80 CF BA
'匣' = 80 CF BB
'霞' = 80 CF BC
'辖' = 80 CF BD
'暇' = 80 CF BE
'峡' = 80 CF BF
'侠' = 80 CF C0
'狭' = 80 CF C1
'下' = 80 CF C2
'厦' = 80 CF C3
'夏' = 80 CF C4
'吓' = 80 CF C5
'掀' = 80 CF C6
'锨' = 80 CF C7
'先' = 80 CF C8
'仙' = 80 CF C9
'鲜' = 80 CF CA
'纤' = 80 CF CB
'咸' = 80 CF CC
'贤' = 80 CF CD
'衔' = 80 CF CE
'舷' = 80 CF CF
'闲' = 80 CF D0
'涎' = 80 CF D1
'弦' = 80 CF D2
'嫌' = 80 CF D3
'显' = 80 CF D4
'险' = 80 CF D5
'现' = 80 CF D6
'献' = 80 CF D7
'县' = 80 CF D8
'腺' = 80 CF D9
'馅' = 80 CF DA
'羡' = 80 CF DB
'宪' = 80 CF DC
'陷' = 80 CF DD
'限' = 80 CF DE
'线' = 80 CF DF
'相' = 80 CF E0
'厢' = 80 CF E1
'镶' = 80 CF E2
'香' = 80 CF E3
'箱' = 80 CF E4
'襄' = 80 CF E5
'湘' = 80 CF E6
'乡' = 80 CF E7
'翔' = 80 CF E8
'祥' = 80 CF E9
'详' = 80 CF EA
'想' = 80 CF EB
'响' = 80 CF EC
'享' = 80 CF ED
'项' = 80 CF EE
'巷' = 80 CF EF
'橡' = 80 CF F0
'像' = 80 CF F1
'向' = 80 CF F2
'象' = 80 CF F3
'萧' = 80 CF F4
'硝' = 80 CF F5
'霄' = 80 CF F6
'削' = 80 CF F7
'哮' = 80 CF F8
'嚣' = 80 CF F9
'销' = 80 CF FA
'消' = 80 CF FB
'宵' = 80 CF FC
'淆' = 80 CF FD
'晓' = 80 CF FE
'小' = 80 D0 A1
'孝' = 80 D0 A2
'校' = 80 D0 A3
'肖' = 80 D0 A4
'啸' = 80 D0 A5
'笑' = 80 D0 A6
'效' = 80 D0 A7
'楔' = 80 D0 A8
'些' = 80 D0 A9
'歇' = 80 D0 AA
'蝎' = 80 D0 AB
'鞋' = 80 D0 AC
'协' = 80 D0 AD
'挟' = 80 D0 AE
'携' = 80 D0 AF
'邪' = 80 D0 B0
'斜' = 80 D0 B1
'胁' = 80 D0 B2
'谐' = 80 D0 B3
'写' = 80 D0 B4
'械' = 80 D0 B5
'卸' = 80 D0 B6
'蟹' = 80 D0 B7
'懈' = 80 D0 B8
'泄' = 80 D0 B9
'泻' = 80 D0 BA
'谢' = 80 D0 BB
'屑' = 80 D0 BC
'薪' = 80 D0 BD
'芯' = 80 D0 BE
'锌' = 80 D0 BF
'欣' = 80 D0 C0
'辛' = 80 D0 C1
'新' = 80 D0 C2
'忻' = 80 D0 C3
'心' = 80 D0 C4
'信' = 80 D0 C5
'衅' = 80 D0 C6
'星' = 80 D0 C7
'腥' = 80 D0 C8
'猩' = 80 D0 C9
'惺' = 80 D0 CA
'兴' = 80 D0 CB
'刑' = 80 D0 CC
'型' = 80 D0 CD
'形' = 80 D0 CE
'邢' = 80 D0 CF
'行' = 80 D0 D0
'醒' = 80 D0 D1
'幸' = 80 D0 D2
'杏' = 80 D0 D3
'性' = 80 D0 D4
'姓' = 80 D0 D5
'兄' = 80 D0 D6
'凶' = 80 D0 D7
'胸' = 80 D0 D8
'匈' = 80 D0 D9
'汹' = 80 D0 DA
'雄' = 80 D0 DB
'熊' = 80 D0 DC
'休' = 80 D0 DD
'修' = 80 D0 DE
'羞' = 80 D0 DF
'朽' = 80 D0 E0
'嗅' = 80 D0 E1
'锈' = 80 D0 E2
'秀' = 80 D0 E3
'袖' = 80 D0 E4
'绣' = 80 D0 E5
'墟' = 80 D0 E6
'戌' = 80 D0 E7
'需' = 80 D0 E8
'虚' = 80 D0 E9
'嘘' = 80 D0 EA
'须' = 80 D0 EB
'徐' = 80 D0 EC
'许' = 80 D0 ED
'蓄' = 80 D0 EE
'酗' = 80 D0 EF
'叙' = 80 D0 F0
'旭' = 80 D0 F1
'序' = 80 D0 F2
'畜' = 80 D0 F3
'恤' = 80 D0 F4
'絮' = 80 D0 F5
'婿' = 80 D0 F6
'绪' = 80 D0 F7
'续' = 80 D0 F8
'轩' = 80 D0 F9
'喧' = 80 D0 FA
'宣' = 80 D0 FB
'悬' = 80 D0 FC
'旋' = 80 D0 FD
'玄' = 80 D0 FE
'选' = 80 D1 A1
'癣' = 80 D1 A2
'眩' = 80 D1 A3
'绚' = 80 D1 A4
'靴' = 80 D1 A5
'薛' = 80 D1 A6
'学' = 80 D1 A7
'穴' = 80 D1 A8
'雪' = 80 D1 A9
'血' = 80 D1 AA
'勋' = 80 D1 AB
'熏' = 80 D1 AC
'循' = 80 D1 AD
'旬' = 80 D1 AE
'询' = 80 D1 AF
'寻' = 80 D1 B0
'驯' = 80 D1 B1
'巡' = 80 D1 B2
'殉' = 80 D1 B3
'汛' = 80 D1 B4
'训' = 80 D1 B5
'讯' = 80 D1 B6
'逊' = 80 D1 B7
'迅' = 80 D1 B8
'压' = 80 D1 B9
'押' = 80 D1 BA
'鸦' = 80 D1 BB
'鸭' = 80 D1 BC
'呀' = 80 D1 BD
'丫' = 80 D1 BE
'芽' = 80 D1 BF
'牙' = 80 D1 C0
'蚜' = 80 D1 C1
'崖' = 80 D1 C2
'衙' = 80 D1 C3
'涯' = 80 D1 C4
'雅' = 80 D1 C5
'哑' = 80 D1 C6
'亚' = 80 D1 C7
'讶' = 80 D1 C8
'焉' = 80 D1 C9
'咽' = 80 D1 CA
'阉' = 80 D1 CB
'烟' = 80 D1 CC
'淹' = 80 D1 CD
'盐' = 80 D1 CE
'严' = 80 D1 CF
'研' = 80 D1 D0
'蜒' = 80 D1 D1
'岩' = 80 D1 D2
'延' = 80 D1 D3
'言' = 80 D1 D4
'颜' = 80 D1 D5
'阎' = 80 D1 D6
'炎' = 80 D1 D7
'沿' = 80 D1 D8
'奄' = 80 D1 D9
'掩' = 80 D1 DA
'眼' = 80 D1 DB
'衍' = 80 D1 DC
'演' = 80 D1 DD
'艳' = 80 D1 DE
'堰' = 80 D1 DF
'燕' = 80 D1 E0
'厌' = 80 D1 E1
'砚' = 80 D1 E2
'雁' = 80 D1 E3
'唁' = 80 D1 E4
'彦' = 80 D1 E5
'焰' = 80 D1 E6
'宴' = 80 D1 E7
'谚' = 80 D1 E8
'验' = 80 D1 E9
'殃' = 80 D1 EA
'央' = 80 D1 EB
'鸯' = 80 D1 EC
'秧' = 80 D1 ED
'杨' = 80 D1 EE
'扬' = 80 D1 EF
'佯' = 80 D1 F0
'疡' = 80 D1 F1
'羊' = 80 D1 F2
'洋' = 80 D1 F3
'阳' = 80 D1 F4
'氧' = 80 D1 F5
'仰' = 80 D1 F6
'痒' = 80 D1 F7
'养' = 80 D1 F8
'样' = 80 D1 F9
'漾' = 80 D1 FA
'邀' = 80 D1 FB
'腰' = 80 D1 FC
'妖' = 80 D1 FD
'瑶' = 80 D1 FE
'摇' = 80 D2 A1
'尧' = 80 D2 A2
'遥' = 80 D2 A3
'窑' = 80 D2 A4
'谣' = 80 D2 A5
'姚' = 80 D2 A6
'咬' = 80 D2 A7
'舀' = 80 D2 A8
'药' = 80 D2 A9
'要' = 80 D2 AA
'耀' = 80 D2 AB
'椰' = 80 D2 AC
'噎' = 80 D2 AD
'耶' = 80 D2 AE
'爷' = 80 D2 AF
'野' = 80 D2 B0
'冶' = 80 D2 B1
'也' = 80 D2 B2
'页' = 80 D2 B3
'掖' = 80 D2 B4
'业' = 80 D2 B5
'叶' = 80 D2 B6
'曳' = 80 D2 B7
'腋' = 80 D2 B8
'夜' = 80 D2 B9
'液' = 80 D2 BA
'一' = 80 D2 BB
'壹' = 80 D2 BC
'医' = 80 D2 BD
'揖' = 80 D2 BE
'铱' = 80 D2 BF
'依' = 80 D2 C0
'伊' = 80 D2 C1
'衣' = 80 D2 C2
'颐' = 80 D2 C3
'夷' = 80 D2 C4
'遗' = 80 D2 C5
'移' = 80 D2 C6
'仪' = 80 D2 C7
'胰' = 80 D2 C8
'疑' = 80 D2 C9
'沂' = 80 D2 CA
'宜' = 80 D2 CB
'姨' = 80 D2 CC
'彝' = 80 D2 CD
'椅' = 80 D2 CE
'蚁' = 80 D2 CF
'倚' = 80 D2 D0
'已' = 80 D2 D1
'乙' = 80 D2 D2
'矣' = 80 D2 D3
'以' = 80 D2 D4
'艺' = 80 D2 D5
'抑' = 80 D2 D6
'易' = 80 D2 D7
'邑' = 80 D2 D8
'屹' = 80 D2 D9
'亿' = 80 D2 DA
'役' = 80 D2 DB
'臆' = 80 D2 DC
'逸' = 80 D2 DD
'肄' = 80 D2 DE
'疫' = 80 D2 DF
'亦' = 80 D2 E0
'裔' = 80 D2 E1
'意' = 80 D2 E2
'毅' = 80 D2 E3
'忆' = 80 D2 E4
'义' = 80 D2 E5
'益' = 80 D2 E6
'溢' = 80 D2 E7
'诣' = 80 D2 E8
'议' = 80 D2 E9
'谊' = 80 D2 EA
'译' = 80 D2 EB
'异' = 80 D2 EC
'翼' = 80 D2 ED
'翌' = 80 D2 EE
'绎' = 80 D2 EF
'茵' = 80 D2 F0
'荫' = 80 D2 F1
'因' = 80 D2 F2
'殷' = 80 D2 F3
'音' = 80 D2 F4
'阴' = 80 D2 F5
'姻' = 80 D2 F6
'吟' = 80 D2 F7
'银' = 80 D2 F8
'淫' = 80 D2 F9
'寅' = 80 D2 FA
'饮' = 80 D2 FB
'尹' = 80 D2 FC
'引' = 80 D2 FD
'隐' = 80 D2 FE
'印' = 80 D3 A1
'英' = 80 D3 A2
'樱' = 80 D3 A3
'婴' = 80 D3 A4
'鹰' = 80 D3 A5
'应' = 80 D3 A6
'缨' = 80 D3 A7
'莹' = 80 D3 A8
'萤' = 80 D3 A9
'营' = 80 D3 AA
'荧' = 80 D3 AB
'蝇' = 80 D3 AC
'迎' = 80 D3 AD
'赢' = 80 D3 AE
'盈' = 80 D3 AF
'影' = 80 D3 B0
'颖' = 80 D3 B1
'硬' = 80 D3 B2
'映' = 80 D3 B3
'哟' = 80 D3 B4
'拥' = 80 D3 B5
'佣' = 80 D3 B6
'臃' = 80 D3 B7
'痈' = 80 D3 B8
'庸' = 80 D3 B9
'雍' = 80 D3 BA
'踊' = 80 D3 BB
'蛹' = 80 D3 BC
'咏' = 80 D3 BD
'泳' = 80 D3 BE
'涌' = 80 D3 BF
